Epoch,Phase,Train_Loss,Train_MSE,Train_L1,Temperature,LR_Backbone,LR_WeightNet,Val_RMSE,Val_MAE,Val_MAPE,Val_Pearson_R
1,Phase1,0.20512072795203753,0.2051187264067786,0.2000000008514949,5.0,9.997557473810373e-05,2.4671981713414196e-10,5477.805,3852.7383,56.848896,0.05500444271032518
2,Phase1,0.042736289756638665,0.04273428927574839,0.2000000008514949,4.951,9.866357858640199e-10,7.400985657127948e-10,5477.774,3852.7063,56.84837,0.05500504266697518
3,Phase1,0.04081631877592632,0.040814318295036046,0.2000000008514949,4.902,1.9727846063831556e-09,1.2335990255398409e-09,5477.1973,3852.1248,56.838753,0.055014657337619274
4,Phase1,0.040933993245874135,0.04093199276498386,0.20000000298023224,4.853,2.958932946029405e-09,1.7274649195309358e-09,5476.25,3851.1934,56.82332,0.055029545630246555
5,Phase1,0.04222798666783741,0.04222598618694714,0.2000000008514949,4.804,3.945567287612888e-09,2.2219406926818646e-09,5474.73,3849.677,56.797916,0.05505342648663816
6,Phase1,0.040098908224276135,0.04009690774338586,0.2000000008514949,4.755,4.933175072351339e-09,2.7172719968926244e-09,5472.8364,3847.7642,56.765343,0.05508342121780714
7,Phase1,0.04294462927750179,0.042942628796611516,0.2000000008514949,4.706,5.922245663958562e-09,3.213706180877517e-09,5470.371,3845.3147,56.724663,0.05512186213380583
8,Phase1,0.042915785419089456,0.042913785470383506,0.2000000008514949,4.657,6.9132713208038365e-09,3.711492787237117e-09,5467.499,3842.472,56.67709,0.05516592974395364
9,Phase1,0.04064799818609442,0.04064599770520415,0.2000000008514949,4.608,7.90674818026013e-09,4.210884058835107e-09,5464.134,3839.1597,56.622494,0.05521463715258992
10,Phase1,0.04175649689776557,0.04175449641687529,0.2000000008514949,4.559,8.90317725944028e-09,4.712135456682693e-09,5460.338,3835.435,56.560127,0.05527014888842936
11,Phase1,0.04158866724797657,0.0415866667670863,0.2000000008514949,4.51,9.903065476647572e-09,5.215506191614834e-09,5456.0293,3831.2449,56.49179,0.05533353873525492
12,Phase1,0.04091113592897143,0.040909135448081155,0.2000000008514949,4.461,1.0906926698007985e-08,5.7212597721585586e-09,5451.241,3826.5344,56.415146,0.05540739031148392
13,Phase1,0.041254526270287376,0.0412525257893971,0.2000000008514949,4.412,1.1915282813948901e-08,6.229664571095099e-09,5445.968,3821.3284,56.333374,0.05548985768768233
14,Phase1,0.03912789800337383,0.039125897522483556,0.2000000008514949,4.3629999999999995,1.292866485040003e-08,6.740994413375926e-09,5440.24,3815.618,56.242764,0.05558143647867873
15,Phase1,0.040495025526200025,0.04049302504530975,0.2000000008514949,4.314,1.3947614119858249e-08,7.255529188206123e-09,5434.0757,3809.6428,56.147682,0.055675107948639946
16,Phase1,0.040630439562456946,0.04062843908156667,0.2000000008514949,4.265,1.497268341775874e-08,7.773555488294008e-09,5427.466,3803.2083,56.041397,0.05578270299006593
17,Phase1,0.039089733468634744,0.03908773298774447,0.2000000008514949,4.216,1.600443826993875e-08,8.295367279487643e-09,5420.48,3796.447,55.931313,0.055899934879727144
18,Phase1,0.04172699259860175,0.041724992117711475,0.2000000008514949,4.167,1.7043458237381933e-08,8.821266604246923e-09,5413.1426,3789.197,55.806587,0.05603466505793091
19,Phase1,0.04185152426362038,0.0418495237827301,0.2000000008514949,4.118,1.8090338284873043e-08,9.35156432268326e-09,5405.3403,3781.3923,55.673016,0.05618031207608072
20,Phase1,0.043544063078505654,0.043542063129799705,0.2000000008514949,4.069,1.9145690220710626e-08,9.886580895200243e-09,5396.9937,3773.2207,55.535828,0.05632368701985976
21,Phase2,0.040141110707606585,0.04013911022671631,0.2000000008514949,4.02,1.1404996911521934e-08,2.0210144215195695e-08,5396.1367,3772.3945,55.52246,0.05633759582402032
22,Phase2,0.04050310541476522,0.040501104933874946,0.2000000008514949,3.971,1.2970945106159992e-08,3.09605018493684e-08,5394.389,3770.691,55.49441,0.0563676442421795
23,Phase2,0.04233782206262861,0.042335821581738334,0.2000000008514949,3.9219999999999997,1.458368354570334e-08,4.21270444926397e-08,5391.6714,3768.02,55.450832,0.05641320218603247
24,Phase2,0.041466343881828446,0.04146434340093817,0.20000000298023224,3.8729999999999998,1.6242441140850626e-08,5.3698752115573977e-08,5387.9463,3764.3655,55.390503,0.056473937721013334
25,Phase2,0.04189663593258176,0.04189463545169149,0.2000000008514949,3.824,1.794641969236643e-08,6.566420483981646e-08,5383.101,3759.6304,55.313534,0.05655306151087737
26,Phase2,0.04001375340989658,0.04001175292900631,0.2000000008514949,3.775,1.969479604380237e-08,7.80115942081348e-08,5377.2026,3753.8315,55.218178,0.05665003715508829
27,Phase2,0.040151123489652364,0.04014912300876209,0.2000000008514949,3.726,2.148672434669677e-08,9.072873483794109e-08,5370.242,3746.9421,55.1036,0.05676981240819308
28,Phase2,0.039259329970393865,0.03925732948950359,0.2000000008514949,3.6769999999999996,2.332133844462322e-08,1.0380307644679252e-07,5362.1484,3739.0498,54.97217,0.056912904218715546
29,Phase2,0.04236682956772191,0.04236482908683164,0.2000000008514949,3.6279999999999997,2.5197754383235073e-08,1.1722171623800558e-07,5352.975,3730.086,54.825466,0.05707526713549808
30,Phase2,0.04078834344233785,0.04078634349363191,0.2000000008514949,3.5789999999999997,2.711507305431161e-08,1.3097141163415848e-07,5342.733,3719.9302,54.65392,0.05726049285386815
31,Phase2,0.04053504445723125,0.04053304397634098,0.2000000008514949,3.5300000000000002,2.90723829828056e-08,1.4503859334591599e-07,5331.3057,3708.5767,54.462032,0.05747669182835851
32,Phase2,0.03758289771420615,0.037580897233315876,0.2000000008514949,3.481,3.1068763267001606e-08,1.5940937876328017e-07,5318.497,3695.793,54.250122,0.05772077716575951
33,Phase2,0.041499256289431026,0.04149725580854075,0.2000000008514949,3.432,3.3103286683185654e-08,1.7406958565604973e-07,5304.4927,3681.7324,54.01681,0.0579887171182153
34,Phase2,0.03980109867240701,0.03979909819151674,0.2000000008514949,3.383,3.517502296766539e-08,1.8900474616996994e-07,5289.3447,3666.3542,53.75969,0.058285973861641
35,Phase2,0.040736776909657886,0.04073477642876761,0.2000000008514949,3.3339999999999996,3.728304229064342e-08,2.0420012110475723e-07,5273.315,3650.2737,53.509945,0.05863075864170727
36,Phase2,0.040007228297846656,0.04000522781695638,0.2000000008514949,3.285,3.942641893834046e-08,2.196407144599109e-07,5256.0034,3632.7913,53.240593,0.05899678376062783
37,Phase2,0.03985938589487757,0.0398573854139873,0.2000000008514949,3.2359999999999998,4.160423522191624e-08,2.353112882339548e-07,5237.304,3613.705,52.948326,0.05938655430923455
38,Phase2,0.03733437055987971,0.03733237007898944,0.2000000008514949,3.187,4.3815585634218464e-08,2.511963774625051e-07,5217.383,3593.2102,52.639698,0.059835275290193154
39,Phase2,0.03943450323172978,0.0394325027508395,0.2000000008514949,3.138,4.605958127822649e-08,2.672803054803237e-07,5196.227,3571.8823,52.341644,0.060310115737646997
40,Phase2,0.03936056659689972,0.03935856611600944,0.20000000298023224,3.0889999999999995,4.833535459429944e-08,2.8354719939229285e-07,5174.1387,3549.4521,52.019394,0.06084620729675743
41,Phase3,0.03904563082115991,0.039043630340269635,0.2000000008514949,3.04,2.9998100573804735e-07,2.9998100573804735e-07,4949.001,3316.9949,48.811115,0.06703946579625165
42,Phase3,0.03484804555773735,0.034846045076847076,0.2000000008514949,2.991,3.165655063348017e-07,3.165655063348017e-07,4735.0996,3090.1152,45.93299,0.07480728049836476
43,Phase3,0.0363842672003167,0.036382266719426425,0.2000000008514949,2.9419999999999997,3.3328433428273746e-07,3.3328433428273746e-07,4538.822,2880.8667,43.568756,0.08463452087920567
44,Phase3,0.03360746854117939,0.03360546806028911,0.2000000008514949,2.893,3.501209901171589e-07,3.501209901171589e-07,4373.203,2720.017,42.361675,0.09684433171983123
45,Phase3,0.03398308663495949,0.033981086154069216,0.2000000008514949,2.844,3.670588580914715e-07,3.670588580914715e-07,4246.752,2614.9526,42.131145,0.11400466660000767
46,Phase3,0.03604801424912044,0.03604601376823017,0.2000000008514949,2.795,3.84081222574918e-07,3.84081222574918e-07,4164.038,2562.496,42.46865,0.13639700425990126
47,Phase3,0.032212785844291957,0.03221078536340168,0.2000000008514949,2.7459999999999996,4.0117128454888866e-07,4.0117128454888866e-07,4118.568,2554.7153,43.367622,0.1540098517510999
48,Phase3,0.034679657380495756,0.03467765689960548,0.2000000008514949,2.697,4.183121781855229e-07,4.183121781855229e-07,4094.4854,2562.3691,44.169086,0.16768091231698454
49,Phase3,0.03259814264518874,0.032596142164298465,0.2000000008514949,2.648,4.3548698749224676e-07,4.3548698749224676e-07,4080.7869,2593.734,45.445553,0.17310726562542098
50,Phase3,0.03199861917112555,0.031996618690235276,0.2000000008514949,2.5989999999999998,4.526787630058143e-07,4.526787630058143e-07,4083.6382,2611.4893,45.92542,0.16723771723166403
51,Phase3,0.0324012887265001,0.03239928824560983,0.2000000008514949,2.55,4.6987053851938187e-07,4.6987053851938187e-07,4086.679,2636.4543,46.61704,0.1613819713073939
52,Phase3,0.033489318298442025,0.03348731781755175,0.20000000298023224,2.501,4.870453478261057e-07,4.870453478261057e-07,4092.102,2655.8962,47.078365,0.15494356079896726
53,Phase3,0.03118977855358805,0.031187778072697774,0.2000000008514949,2.4519999999999995,5.041862414627401e-07,5.041862414627401e-07,4095.6191,2662.9734,47.240417,0.15115731698672338
54,Phase3,0.03319300418453557,0.0331910037036453,0.2000000008514949,2.4029999999999996,5.212763034367106e-07,5.212763034367106e-07,4093.1997,2666.6042,47.45033,0.15314856444784108
55,Phase3,0.03057459901486124,0.030572598533970968,0.2000000008514949,2.3539999999999996,5.382986679201573e-07,5.382986679201573e-07,4078.6064,2688.1829,48.506706,0.16892215596279028
56,Phase3,0.029817281823073114,0.02981528134218284,0.2000000008514949,2.3049999999999997,5.552365358944698e-07,5.552365358944698e-07,4071.7153,2702.5024,49.118027,0.17960751919192874
57,Phase3,0.03029331671340125,0.030291316232510974,0.2000000008514949,2.2559999999999993,5.720731917288912e-07,5.720731917288912e-07,4073.6165,2693.4326,48.709015,0.17616807512824753
58,Phase3,0.030828784352966716,0.030826783872076442,0.2000000008514949,2.207,5.887920196768272e-07,5.887920196768272e-07,4075.9343,2689.8728,48.522007,0.17350222364210194
59,Phase3,0.031546540292246,0.03154453981135573,0.2000000008514949,2.158,6.053765202735814e-07,6.053765202735814e-07,4076.5767,2666.3699,47.76142,0.17216586799921668
60,Phase3,0.03190477431884834,0.031902773837958066,0.2000000008514949,2.109,6.218103266193358e-07,6.218103266193358e-07,4068.4023,2664.1104,47.891445,0.18168055469530162
61,Phase3,0.03173262519495828,0.031730624714068005,0.2000000008514949,2.06,6.38077220531305e-07,6.38077220531305e-07,4060.9568,2650.894,47.64941,0.19130573737336104
62,Phase3,0.03010443943951811,0.030102438958627836,0.2000000008514949,2.0109999999999997,6.541611485491234e-07,6.541611485491234e-07,4058.5046,2656.912,47.854824,0.1948974297066332
63,Phase3,0.02917793978537832,0.029175939304488047,0.2000000008514949,1.9619999999999997,6.700462377776741e-07,6.700462377776741e-07,4057.704,2651.5032,47.6288,0.19553169744559107
64,Phase3,0.030272859813911573,0.0302708593330213,0.2000000008514949,1.9129999999999998,6.85716811551718e-07,6.85716811551718e-07,4057.4243,2616.0479,46.469048,0.1960052355949359
65,Phase3,0.030496538749762943,0.03049453826887267,0.2000000008514949,1.8639999999999999,7.011574049068716e-07,7.011574049068716e-07,4045.047,2622.4485,46.94942,0.213461588631056
66,Phase3,0.029943949409893582,0.029941948929003308,0.2000000008514949,1.8149999999999995,7.163527798416591e-07,7.163527798416591e-07,4043.2815,2639.9539,47.473763,0.2161305361113586
67,Phase3,0.030345811109457697,0.030343810628567423,0.2000000008514949,1.7659999999999996,7.312879403555792e-07,7.312879403555792e-07,4048.41,2672.2617,48.29744,0.20950632190782625
68,Phase3,0.02952231653034687,0.029520316049456596,0.2000000008514949,1.7169999999999996,7.45948147248349e-07,7.45948147248349e-07,4052.0632,2703.3591,49.193703,0.20827558923940373
69,Phase3,0.030382652900048664,0.03038065241915839,0.2000000008514949,1.6679999999999997,7.603189326657129e-07,7.603189326657129e-07,4051.762,2701.339,49.183315,0.2091658638089699
70,Phase3,0.0285277177712747,0.028525717290384427,0.2000000008514949,1.6190000000000002,7.743861143774703e-07,7.743861143774703e-07,4046.6377,2675.0017,48.440105,0.21272756491088515
71,Phase3,0.029110672484551157,0.029108672003660883,0.19999999872275762,1.5699999999999998,7.881358097736233e-07,7.881358097736233e-07,4042.4053,2653.809,47.848755,0.21615355134915445
72,Phase3,0.029948354299579347,0.029946353818689073,0.2000000008514949,1.521,8.015544495648364e-07,8.015544495648364e-07,4040.0615,2640.6655,47.476494,0.21840951907471678
73,Phase3,0.02888413199356624,0.028882131512675966,0.2000000008514949,1.472,8.146287911736877e-07,8.146287911736877e-07,4053.3286,2684.8066,48.52869,0.20378853704592895
74,Phase3,0.02839099562593869,0.028388995145048414,0.19999999872275762,1.423,8.273459318034941e-07,8.273459318034941e-07,4061.2063,2678.4363,48.10808,0.19333123800197935
75,Phase3,0.029996957896011218,0.029994957415120944,0.2000000008514949,1.3739999999999997,8.396933211718125e-07,8.396933211718125e-07,4052.91,2669.8809,47.889286,0.20219359222001873
76,Phase3,0.02886815369129181,0.028866153210401535,0.2000000008514949,1.3249999999999997,8.516587738960549e-07,8.516587738960549e-07,4035.1235,2686.5142,48.838505,0.23166013942364672
77,Phase3,0.02965456566640309,0.029652565185512816,0.2000000008514949,1.2759999999999998,8.632304815189891e-07,8.632304815189891e-07,4025.7188,2643.9443,47.69362,0.23910161605058164
78,Phase3,0.029039633327296803,0.02903763284640653,0.20000000298023224,1.2269999999999994,8.743970241622605e-07,8.743970241622605e-07,4033.6885,2610.2244,46.366997,0.22333005734447828
79,Phase3,0.029045472719839642,0.029043472238949368,0.2000000008514949,1.1779999999999995,8.851473817964332e-07,8.851473817964332e-07,4038.1785,2602.8752,45.99318,0.2176310023287323
80,Phase3,0.029399494507483075,0.0293974940265928,0.2000000008514949,1.1289999999999996,8.954709451164286e-07,8.954709451164286e-07,4022.3108,2596.4988,46.12709,0.23855986226678397
81,Phase3,0.027338972315192223,0.02733697183430195,0.2000000008514949,1.0799999999999996,9.053575260116288e-07,9.053575260116288e-07,4008.9456,2629.3452,47.431694,0.26414367641319053
82,Phase3,0.02879380700843675,0.028791806527546475,0.2000000008514949,1.0309999999999993,9.147973676203118e-07,9.147973676203118e-07,4013.9016,2673.386,48.604538,0.26148242446079967
83,Phase3,0.02838634593146188,0.028384345450571606,0.2000000008514949,0.9820000000000002,9.237811539584956e-07,9.237811539584956e-07,4017.6377,2671.2698,48.430088,0.2522638272101233
84,Phase3,0.02738540672830173,0.027383406247411455,0.2000000008514949,0.9329999999999998,9.323000191136898e-07,9.323000191136898e-07,4036.6316,2730.4788,49.88278,0.23566882674977943
85,Phase3,0.02841313263135297,0.028411132150462697,0.2000000008514949,0.8839999999999995,9.403455559944816e-07,9.403455559944816e-07,4024.253,2701.5798,49.20278,0.2480540731685253
86,Phase3,0.02871512807905674,0.028713127598166466,0.2000000008514949,0.835,9.47909824627319e-07,9.47909824627319e-07,4005.1677,2643.5862,47.87101,0.26956577624482586
87,Phase3,0.027753232579146112,0.027751232098255838,0.2000000008514949,0.7859999999999996,9.549853599923066e-07,9.549853599923066e-07,3995.241,2595.004,46.516262,0.2785848728466802
88,Phase3,0.02744430543056556,0.027442304949675287,0.2000000008514949,0.7370000000000001,9.615651793902791e-07,9.615651793902791e-07,3995.035,2603.765,46.602535,0.2778846887355925
89,Phase3,0.029651595811758722,0.029649595330868448,0.2000000008514949,0.6879999999999997,9.676427893338817e-07,9.676427893338817e-07,3999.025,2634.7388,47.40941,0.27369520750238796
90,Phase3,0.027915648317762783,0.02791364783687251,0.2000000008514949,0.6389999999999993,9.732121919558588e-07,9.732121919558588e-07,3997.2168,2658.0103,48.173084,0.28215105312749805
91,Phase3,0.025199994977031435,0.02519799449614116,0.2000000008514949,0.5899999999999999,9.782678909282247e-07,9.782678909282247e-07,4001.4653,2685.2104,48.94983,0.2801719499852743
92,Phase3,0.02771353269261973,0.027711532211729457,0.2000000008514949,0.5409999999999995,9.828048968864754e-07,9.828048968864754e-07,3999.2297,2695.9905,49.22978,0.28653962134014127
93,Phase3,0.026433885363595828,0.026431884882705554,0.2000000008514949,0.4919999999999991,9.868187323534897e-07,9.868187323534897e-07,3999.9958,2722.9895,50.03329,0.2965814048353153
94,Phase3,0.0273115730711392,0.027309572590248927,0.2000000008514949,0.4429999999999996,9.90305436158258e-07,9.90305436158258e-07,3992.2466,2680.8328,48.865646,0.29714263527538826
95,Phase3,0.027175178485257283,0.02717317800436701,0.2000000008514949,0.39400000000000013,9.932615673450796e-07,9.932615673450796e-07,3991.376,2688.0664,49.05986,0.30160540400121527
96,Phase3,0.02779932612819331,0.027797325647303035,0.2000000008514949,0.34499999999999975,9.956842085693713e-07,9.956842085693713e-07,3991.4397,2687.3716,48.970985,0.2986381170780516
97,Phase3,0.025409313450966562,0.025407312970076288,0.20000000298023224,0.29600000000000026,9.975709689767337e-07,9.975709689767337e-07,3983.1738,2638.1296,47.659668,0.29820566862125497
98,Phase3,0.027132187570844377,0.027130187089954103,0.2000000008514949,0.2469999999999999,9.989199865624362e-07,9.989199865624362e-07,3976.3562,2619.5999,47.21683,0.3043600645913841
99,Phase3,0.026701962841408595,0.02669996236051832,0.2000000008514949,0.1979999999999995,9.997299300089903e-07,9.997299300089903e-07,3981.6646,2662.3452,48.316807,0.3034287959206772
100,Phase3,0.02548364283783095,0.025481642356940677,0.2000000008514949,0.14900000000000002,1e-06,1e-06,4001.777,2743.264,50.36901,0.2927652027079199
